APP_IMG,APP_NAME,USER,DATE,STAR,LIKE,COMMENT,OS
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,박혜민,2022-04-08 00:00:00+09:00,5,0,너무 좋아요!!! 돈 내는 걸까봐 사실 걱정했는데 무료라고 하기엔 너무 좋아요!! 스노우 짱!!!!!,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,한현수,2022-04-08 00:00:00+09:00,1,0,스노우에 조금더 귀여운 얼굴 하는게 있었으면 좋겠어요,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,윤인희,2022-04-08 00:00:00+09:00,4,0,실물보다예쁘게~~다양해서 좋아용,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,yell ki,2022-04-08 00:00:00+09:00,3,0,촬영 속도가 즉각적이었는데 최근부터 버튼 누르고 1~2초 뒤에 찍히는 느낌. 반응이 느림. 촬영버튼 누르고 1~2초까진 가만히 있지 않으면 사진 다 흔들려 있음. 그래서 여러장 찍는데 시간 오래 걸림. 촬영 버튼 누르고 나면 잠시 어플보정 풀렸다가 돌아오는 현상 있는데 그것도 없애주세요,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,박지현,2022-04-07 00:00:00+09:00,1,0,맨날업데이트해ㅜㅠ,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,Ym,2022-04-07 00:00:00+09:00,4,0,처음엔 광고도없고 유료도 없어서 좋았는데 ...요즘엔 유료도너무많고 광고때문에 좀하다가도 광고때문에 닫기하면 앱자체가닫아져서 불편해요 광고좀 안띠워주거나 광고만 따로닫을수있게해주면 좋겠어요,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,H H,2022-04-07 00:00:00+09:00,1,0,도랐나 버튼 누르면 돈 내고 구독하라고 뜨넼ㅋㅋㅋㅋㅋ안 씀ㅋㅋ,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,도라도라,2022-04-07 00:00:00+09:00,1,2,아니 뭔 사진찍을라는데 구독하라해요 ㅋㅋㅋㅋㅋ 아예 한번결제면 모를까 구독안하면 찍히지도않네 다른어플쓰러감^^^^,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,황명숙,2022-04-07 00:00:00+09:00,1,3,광고 졸라게 뜨네ㅡㅡ,android
https://play-lh.googleusercontent.com/R8-LD7m5rwQwIdAit3PwUG8QgYoDecAZBSaEuPAjhTpsG6mkqo130b-RKm9RrXBj-kI=s180-rw,SNOW 스노우,이수빈,2022-04-06 00:00:00+09:00,1,1,사진 찍는 중인데 자꾸 필터 무료 체험 후 결제하라고 해서 어쩔 수 없이 무료 체험 클릭했다가 어제 4500원 나도 모르는 사이에 카드 결제됐네요 ;; 바로 정기결제 해지했는데도 왜 4500원 안 돌려주나요 ? 유료 필터 한번도 안 썼고 앞으로도 쓰고 싶은 생각 없는데 내 돈 정말 아깝네요. 하여튼 사진만 찍는데도 유료 필터 계속 구입하라고 하는 거 완전 짜증. 이제 스노우 사용 안 합니다.,android
