id,APP_NAME,USER,DATE,STAR,LIKE,TITLE,COMMENT,OS
,카카오톡 KakaoTalk,안알랴줌ㅇ,2022-01-26T04:01:48-07:00,1,1,카카오는 광고 추가 안 한다고 했던게 언제예요,카카오에서 광고 추가 안 한다고 했던 게 도대체 언제예요 하나하나 추가되더니 채널 밑에 졸라 많이 뜨는 저 광고 채널들 좀 어떻게 해보라고요 채팅방 위에 뜨는 광고창 한줄도 눈에 거슬려서 계속 지우는 판국에 아주 그냥 카카오톡 자체를 광고로 죄 다 뒤덮어버리지 그래????? 이러다가 나중에는 광고에 파묻혀서 채팅방 찾기도 힘든날이 오겠네ㅡㅡ,ios
,카카오톡 KakaoTalk,레드핫청양,2022-01-26T02:12:17-07:00,1,0,알림이 안떠요..,잠금 상태에서 알림 안뜸.. 아무리해도 안됨,ios
,카카오톡 KakaoTalk,취소 졈요,2022-01-26T00:23:40-07:00,5,0,글씨체,"아이폰이라 카톡에서만 글씨체 바꾸는 재미를 느낄수 있습니다 ㅜㅜㅜ 글씨체 자주 업데이트 해주세요 ,,",ios
,카카오톡 KakaoTalk,이응이영,2022-01-25T23:48:27-07:00,4,1,오류 좀 제발 고쳐주세요.,아이패드에서 카카오톡 사용 시 꺼지는 현상이 자주 발생해서 잦은 빡침을 겪고 있습니다. 채팅창에서 사진을 공유하기위해 플러스 버튼을 누르면 앱이 꺼집니다. 이상한 기능 추가해서 사용성 떨어뜨리더니 이제는 기본적인 기능에 까지 문제가 계속 생기는데 카카오톡이 지금 베타버전도 아니고 잘 좀 관리 해주셨으면 합니다.,ios
,카카오톡 KakaoTalk,제발 해결 좀 해주세요,2022-01-25T21:33:45-07:00,1,0,인증요청,"갑자기 인증요청이 뜨더니 인증번호 발송을 눌러도 메시지로 인증번호가 오지도 않고 전화번호 변경하기를 눌러도 화면도 안바뀝니다. 오류인 것 같은데 잘 되다가 갑자기 왜 이러는 건지. 카카오톡 문의하기에 글을 남겨도 답장도 오지않고. 카톡이 안들어가지는 상황인데 카톡으로 상담을 하라하니 속터져 죽을 것 같네요. 1577-3754에 전화하여 SMS 메시지로 자세한 사항 보내준다더니 메시지로도 오지않고. 정말 귀신이 곡할 노릇인데. 제발 해결 좀 부탁 드립니다. 방역 패스, 지갑, 카카오페이 다 카카오톡으로 하는데. 일상생활이 불가합니다. 빠른 일처리 좀 부탁드립니다. 제발!!!!!!",ios
,카카오톡 KakaoTalk,"바꿔주세요 빨리 ,;,",2022-01-25T20:33:50-07:00,1,1,알림 미리보기 프사랑 내용,옛날처럼 배너에 이름:내용 으로 뜨게해주세요 제발 ;;;;,ios
,카카오톡 KakaoTalk,노스탤직,2022-01-25T18:53:03-07:00,1,0,업데이트 할수록 퇴화하는 어플이 있다?!,뿌슝빠숑 카카오톡은 진짜 전설이다 이 아몰라비쉬들아,ios
,카카오톡 KakaoTalk,다똥구리,2022-01-25T17:20:24-07:00,3,0,..,아니 이거 멀티프로필이 안돼요 고객센터에 문의 해봐도 뭘 어떻게 하라고 안하시던데..,ios
,카카오톡 KakaoTalk,ㅎt,2022-01-25T08:33:31-07:00,1,0,하,아니 제가 친구랑 영상통화를 하다 폰이 꺼졌는데 다시 충전하고 카톡을 들어가니까 카톡 계정이 사라지고 카카오톡 다시 시작 하라고 뜨는데 전화번호 다 하고 이것저것 다 해봤는데 안돼요 어이가 없네요 전 누구랑 연락 합니까,ios
,카카오톡 KakaoTalk,카톡 뭐하냐,2022-01-25T07:48:54-07:00,1,0,로그인 오류,아까는 그래도 탭은 로그인이 돼있어서 그나마 할 수는 있었는데 탭까지 로그아웃 됐네요 ; ㅠㅠ 좀 빨리 고쳐주세요 ㅠ 제 번호가 뭔 탈퇴한 번혼가요 ;; ㅠ 당장 사용해야해서 그래요 ㅠㅠㅜ,ios
,카카오톡 KakaoTalk,ㄱ_ㄹ.,2022-01-25T06:40:59-07:00,2,0,알림이 오지 않습니다.,ios 업데이트로 인한 것인지 정확히 모르겠으나 갑자기 카톡 알림이 뜨지 않네요. 앱에 들어가야 새로온 카톡이 뜹니다. 연락을 많이 놓치고 있네요. 보완 부탁드립니다.,ios
,카카오톡 KakaoTalk,im_jesse,2022-01-25T05:41:39-07:00,1,0,알림 누르면 딜레이가 너무 심해요.,"언젠가부터인지 모르겠는데, 보통 매시지가 왔다고 알림이 와서 팝업 뜨는걸 누르면 그 메시지가 안떠요. 한 십초 이상 기다리면 그때서야 메시지가 채팅방에서 보입니다… 그냥 참고 쓰긴 하는데 너무 신경쓰이고 불편하네요..",ios
,카카오톡 KakaoTalk,진짜 별,2022-01-25T05:24:17-07:00,3,1,광고탭 분류!!!!!!!!!!!!!!,광고탭 분류 시급★★★★★  읽음으로처리 시급★★★★★,ios
,카카오톡 KakaoTalk,혜블,2022-01-25T05:07:58-07:00,1,0,왜 고정 카톡방 밑에 카톡방 삭제하면 고정이 삭제되냐고,그야말로 개빡침,ios
,카카오톡 KakaoTalk,닉네임중복을막아보자꾸나,2022-01-25T04:29:31-07:00,5,0,고정 가능한 채팅방 개수 늘리기,"상단 고정 가능한 채팅방개수를 늘리는 걸 제안합니다. 현재 5개까지밖에 안되는데, 10개 정도로 늘려주시면 어떨까요. 이 기능을 실제 쓰는 사람이 그리 많지 않을 수 있지만, 매일 쓰는 사람에게는 정말 유용할 것 같습니다. 이렇게 바꾸더라도 다른 사용자들에게 불편이 가해지지도 않습니다. 많이 어려운 일일까요..? 답장하기 전에 고정시켜둠으로써 카톡을 놓치지 않을 수 있거든요. 업데이트 적극 고려 부탁드립니다..",ios
,카카오톡 KakaoTalk,ramie8,2022-01-25T03:33:29-07:00,2,0,단체톡방 스크롤 자동하강,업데이트 후 단체톡방 이용할때 못읽은 톡 내용들 읽고싶은데 강제로 스크롤이 떨어져서 엄청 불편해요! 개선 부탁드립니다,ios
,카카오톡 KakaoTalk,화가나는혼똔,2022-01-25T02:55:19-07:00,1,0,아니 대체 왜 튕기는건데,잘 되다가 갑자기 대화 잘리고 튕기고 들어가지지도 않고 데이터 잘 돌아가는데 왜 그러는건지 이유좀 제발; 유명한 앱이면 좀 제대로 좀 가꾸어 주세요 제발좀 급할때 이 ㅈㄹ 이면 진짜 개화나니까,ios
,카카오톡 KakaoTalk,디뭉,2022-01-25T02:21:16-07:00,1,0,"카톡 알림 오류, 애플워치 페이스아이디 연동, 그리고 업데이트 되고 이름 밑에 내용뜨는데 그냥 한줄로 이름: 블라블라 이렇게 바꿔주시면 안되나요..?","알림 바뀐거 오히려 보기 더 불편해요ㅜ 거슬리고 그냥 이름 바로 옆에 내용이 나왔으면 좋겠습니다  그리고 애플워치 차고있으면 페이스 아이디 잠금 카톡도 풀렸으면 좋겠는데 이건 업데이트로 해결이 안되는건가요,, 너무 불편합니댜 카톡알림오류는 업데이트 하고나서 상대방 카톡에 8이라고 되어있으면 대화방 들어가면 와있는 내용은 2-3갠데 한명꺼만 저러는게 아니고 다른 사람 카톡도 숫자 오류가 나는거같은데 왜 이러는건가요.....",ios
,카카오톡 KakaoTalk,허니잼ㅎ,2022-01-25T01:46:03-07:00,4,0,이모티콘 즉시 삭제 기능 추가,"안녕하세요! 이모티콘 플러스 이용자에요. 이모티콘 설정창에서 클릭했을때 숨기기만 가능한데, 즉시 삭제하는 기능이 있었으면 좋겠습니다. 안 쓰는 임티가 점점 쌓이고 있어서 개선 부탁드립니다 ^~^",ios
,카카오톡 KakaoTalk,카톡의민족,2022-01-25T00:38:55-07:00,4,0,톡서랍 어플 추진해주세요!,아이패드로 카톡 받고싶지않은데 톡서랍 이용하려면 카톡을 깔아야하네요... 톡서랍 전용 어플을 만들면 톡서랍 이용도가 올라가지않을까 싶습니다! 톡서랍 앱 만들어주세요~~~,ios
,카카오톡 KakaoTalk,초코소년,2022-01-25T00:26:01-07:00,3,0,아이폰만 갑자기 벽타기가 안되요.,800명있는 단톡방에서는 지난글 보는게 필수인데 최근 업데이트 이후에 지난글 보면서 천천히 내려가는게 안되고 누가 글쓰면 최신글로 바로 내려가버립니다.  수정부탁합니다.,ios
,카카오톡 KakaoTalk,에벱ㅃ베벱,2022-01-24T22:31:24-07:00,3,0,아이패드 어플 튕김,두 달 전부터 채팅을 하다가 이모티콘이나 사진을 보내려하면 어플이 꺼집니다. 아이패드에어4인데 폰에서는 안그러는데 얘만 그러네요. 오류수정부탁드립니다.,ios
,카카오톡 KakaoTalk,쑨살,2022-01-24T20:43:15-07:00,1,0,이번 업데이트 후 스크롤 유지가 안되는 오류가 있네요;,"채팅방에 새글이 많이 쌓여있을 때, 안 읽은 글들부터 읽어내려가다가 새글이 추가될 경우. 예전 버전에서는 스크롤 유지가 됐었는데, 이제는 최신 글로 스크롤이 이동해버립니다;  수정 부탁드려요.",ios
,카카오톡 KakaoTalk,진실반담,2022-01-24T20:04:35-07:00,3,0,오픈채팅방 관련,새글 올라오면 새글로 내려가는 기능 빼주세요 지난들 보다가 새글 올라오면 새글로 가니까.. 지난글보러 다시 돌아가다가 새글나오면 또 새글로 돌아가요.. 안그랬는데 업데이크하고 그러네요.. 제발 다시 원복 부탁합니다..,ios
,카카오톡 KakaoTalk,만두817,2022-01-24T19:30:21-07:00,1,0,오류좀 고쳐주세요,왜 카톡 알림이 두배가 되어서 뜰까요??,ios
,카카오톡 KakaoTalk,민조이_,2022-01-24T19:23:04-07:00,5,1,채팅방 그룹짓기,"채팅방에 그룹채팅이 여러개있는데, 회사용은 회사용대로 어느모임 채팅방은 어느채팅방대로 그룹을 지을수있으면 좋겠어요 ㅠㅠ 채팅방이 넘 많다보니까 복잡한것도 있고 정리가되면 좋을것같애요 ㅠㅠ 만들어주세오~!~!",ios
,카카오톡 KakaoTalk,HiNative_J,2022-01-24T19:07:59-07:00,5,0,카카오톡 업데이트 너무 좋아요! 그런데…,주기적으로 업데이트 해주시는 거 모두 너무 좋아서 잘 쓰고 있어요 :) 한가지 개선사항이 있다면 2인 채팅방에서도 라이브톡이 가능하게 해주세요. 2인끼리도 라이브톡 하면 너무 좋을 것 같아요 ㅠㅠㅠ,ios
,카카오톡 KakaoTalk,카카오 탈모??,2022-01-24T18:54:49-07:00,2,1,프로필 업데이트 되는거 지우셈,님들아 이렇게나 많이 요청하는데 이젠 슬슬 업뎃 해야지 좋은 아이디어이긴 한데 남들한테 내 프로필 업뎃 될때마다 보이는거 싫다 안바꾸면 라이언처럼 카카오 직원 전원탈모,ios
,카카오톡 KakaoTalk,민 윤 기 사랑해,2022-01-24T18:52:14-07:00,2,0,히히오줌발사,왜 감정에 화나요 없죠 반항인가요 화나요 추가 해주세요 톡도 1개 왔는데 2개 왔다고 뜨고 화나고 어이없네요,ios
,카카오톡 KakaoTalk,바운스볼 개 ㅂㅅ들,2022-01-24T17:48:54-07:00,1,0,오카,오픈카톡방에 300개 넘개 와있길래 위에서 부터 읽고 있는데 사람들이 채팅 칠때마다 밑으로 내려가버리자나 좀 고쳐봐요,ios
,카카오톡 KakaoTalk,우병우아들,2022-01-24T17:47:12-07:00,5,0,채팅방 가리기 기능 제발,제목이 곧 내용,ios
,카카오톡 KakaoTalk,막흐툽,2022-01-24T16:53:21-07:00,3,0,딜레이가 너무 심한데..,알람 떠서 카톡 키면 안 들어와 있음.. 1~2분 지나야 들어오는데 이거 무슨 문제인가요?,ios
,카카오톡 KakaoTalk,즉석호떡,2022-01-24T16:34:10-07:00,3,0,카톡 디자인 네모로,ㅈㅂ 네모로 다시 바꿔 주시면 안 될까요.. 저 네모 카톡 너무 그리워서 따로 다운받아서 쓰고잇어요... 아니면 다크모드처럼 네모버전도 가능하게 추가해 주세요 ㅜㅜ,ios
,카카오톡 KakaoTalk,By mercedez85,2022-01-24T10:20:17-07:00,5,0,차단시에 저절로프사도 안보이게 해주세요,다 일일이 찾아서 내프로필 비공개 해야하고 아니면차단친구에 전체 선택 편집 기능을 좀 넣어주세요 그리고 단톡에서 누군가 글을 쓰면 제가 읽던부분에서 밑으로 내려가는 바람에 벽타기가 불가하네요ㅠㅠㅠ,ios
,카카오톡 KakaoTalk,개선필요함니더,2022-01-24T07:48:27-07:00,5,0,카카오톡 이모티콘,이모티콘 숨기기에서 기본 임티도 숨기기하고 싶었요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 그게 쓰지두 않는데 나와 있는거 너무 합리적이지 않아요.. 되게 신경쓰인다구요ㅠㅠ 그리구 이모티콘 안 쓰는거 다른 친구한테 선물하기 할 수 있게 해주세요ㅠㅠ 안 쓰는거 가지고 있어봤자 많기만 하고 그닥 ㅎ.. 그거 선물할 수 있음 너무너무 좋을것 같아요! 임티 선물하기 내가 갖고 있는것두 선물할 수 있게 해주세요!!!!!,ios
,카카오톡 KakaoTalk,우니미밈,2022-01-24T07:45:32-07:00,1,0,멀티프로필 없애주세요,저건 솔직히 악이용 하는사람들이 너무 많기도하고 카톡회사 입장은 뭐 남인생 알빠 아니겠지만 악이용하는 사람들도 많고 당하는 사람들도 너무 많이 생기는거같습니다,ios
,카카오톡 KakaoTalk,Dcwgbtfg,2022-01-24T07:45:10-07:00,1,0,렉 좀 제발 아오,아아아아아 스트레스받아,ios
,카카오톡 KakaoTalk,사크인데요,2022-01-24T07:08:43-07:00,3,0,오류 좀 고쳐주세요 ㅠㅠ,아무것도 안했는데 이유도 알려주지 않고 오픈채팅을 정지 먹이네요 ㅠㅠ 이유가 없는데 갑자기 이래서 불편함을 겪고 있어요 좀 고쳐주세요!!,ios
,카카오톡 KakaoTalk,반하연,2022-01-24T06:30:23-07:00,5,0,이것좀 고쳐라,카톡 알림이 두배로 온다. 오류 고쳐라 ㅈㅂ 자꾸 카톡이 튕긴다 고쳐라 진짜 제발 고쳐라,ios
,카카오톡 KakaoTalk,다람 1234562,2022-01-24T05:51:17-07:00,1,0,미쳤나봐요 카카오톡 —,단체톡 벽타기중인데 아무것도 안눌러도 밑에  새로운 글 올라오면 자꾸 내려가요,ios
,카카오톡 KakaoTalk,똥꽁그으으,2022-01-24T05:34:18-07:00,3,0,업데이트 후 이상 증상,업데이트 하고 톡방 가서 밀린 톡들 읽을라하면 아래로 바로 내려가서 정독이 안되네요 다시 올려도 또 다시 최근 톡으로 내려가네요 오류 수정 바랍니다 ㅠ,ios
,카카오톡 KakaoTalk,ㅜㅜㅜㅠㅜㅠ,2022-01-24T05:24:03-07:00,1,0,채팅내용 올려읽기 불가,아이폰 사용자 카카오톡 채팅방의 대화내용 올려읽기가 안됩니다. 갑자기 안되는데 해결방안이 없네요.,ios
,카카오톡 KakaoTalk,똑똑한사자,2022-01-24T04:56:06-07:00,1,0,뭐야,업뎃하고나니까 새 카톡오면 위에 읽고있다가도 맨 아래로 내려와서 예전카톡 읽을 수가 없음. 왜 이렇게 바뀜??,ios
,카카오톡 KakaoTalk,들판의 라마,2022-01-24T04:18:21-07:00,1,0,카톡 오류 좀 수정해주세요,카톡 위에 읽고 있으면 자꾸 마지막 톡으로 이동되서 다른 톡을 읽을 수가 없어요,ios
,카카오톡 KakaoTalk,SA3YU,2022-01-24T04:12:55-07:00,1,0,새 메시지 카운트가 두배로 떠요,4개 떠서 확인하면 두개 와있고 카운트가 두배로 보여요,ios
,카카오톡 KakaoTalk,경기도서선생,2022-01-24T04:01:35-07:00,1,0,아이폰 동영상 전송 중 홈화면 전환시 전송오류 발생합니다.,아이폰 동영상 전송 중 홈화면 전환시 전송오류 발생합니다. 왜 그럴까요~???,ios
,카카오톡 KakaoTalk,allgami,2022-01-24T02:51:19-07:00,1,0,채팅 자동으로 아래로 가는 문제,위에 채팅 쌓여서 보고 있어도 누군가 채팅 치면 자동으로 가장 아래로 가는 문제 해결바랍니다,ios
,카카오톡 KakaoTalk,별명 튀,2022-01-24T01:52:20-07:00,1,0,카톡 다운로드가 안돼요,카톡 다운로드는 안돼고 계속 로딩만 되요,ios
,카카오톡 KakaoTalk,barbiedoll1004,2022-01-24T01:49:31-07:00,1,0,아니,단톡에서 5분만에 자동으로 내용삭제되는 기능좀 만들어주시요ㅡㅡ불안해가꼬 지미 친구들이랑 토크도 제대로 못하고있수다 꼭 잔 만들어주쑈잉,ios
,카카오톡 KakaoTalk,오징잉어g,2022-01-24T01:40:08-07:00,5,0,모르겠어요ㅠㅜ,제가 친구랑 게임할 때 메세지를 내려서 알림끄기? 를 했는데 전체적으로 알림이 안 울려서 일일이 카톡을 수시로 들어가서 확인을 해야하는ㄷㅔㅠㅜ 채팅방을 보면 그 종모양? 엑스로 쳐져있는 것도 아닌데 알림이 계속 안 울려요ㅠㅜ,ios
,카카오톡 KakaoTalk,카톡알림안됨,2022-01-23T23:31:43-07:00,1,1,카톡알림을 받고 싶어요.,iOS 업데이트 이후 알림이 안떠요. 돌아다니는 방법을 모두 찾아서 해봤는데도 소용 없었어요. 카톡에서 os대응이 필요할듯 합니다.,ios
